65,60,167
63,64,170
76,89,220
68,93,218
63,96,218
56,99,215
48,103,214
41,105,212
33,107,211
27,106,207
19,108,208
12,107,203
6,108,204
94,87,214
87,89,209
80,94,205
74,100,208
67,101,203
59,105,201
51,107,198
42,108,193
34,111,193
28,112,193
20,113,192
12,113,190
6,115,192
102,94,198
96,98,197
85,100,189
78,106,188
72,110,189
64,114,187
54,115,181
45,117,180
37,120,180
30,120,177
22,123,179
14,125,181
7,127,181
110,101,185
105,107,186
90,105,171
83,112,173
76,116,172
67,120,170
58,122,167
48,124,164
39,125,162
33,129,164
23,129,162
14,133,166
8,136,169
114,105,172
106,109,169
96,113,164
86,116,161
79,120,159
68,122,156
59,125,154
50,128,153
41,131,153
34,132,152
25,137,155
15,139,156
8,140,156
120,110,157
112,115,155
100,117,149
90,122,147
83,126,146
73,131,145
62,132,141
52,135,140
43,138,140
36,141,141
26,145,142
16,148,144
8,149,144
125,115,142
117,120,141
105,124,136
95,130,135
89,135,136
77,137,132
67,141,131
56,143,129
45,144,126
37,147,127
28,153,131
17,156,132
9,160,134
131,121,129
122,124,126
112,131,125
101,137,124
92,141,122
82,145,121
70,148,119
58,149,116
47,152,115
39,155,116
29,161,119
18,164,120
10,171,124
136,125,115
131,133,117
118,139,114
106,144,112
97,148,111
86,152,109
74,157,109
62,158,106
50,162,106
42,164,105
30,169,107
19,174,109
10,181,113
137,126,103
135,138,107
123,145,105
112,152,104
102,156,103
91,162,103
77,164,100
65,168,100
53,171,99
44,172,98
32,178,100
20,183,102
10,185,103
149,137,94
143,147,95
131,154,94
119,162,93
110,167,93
95,170,91
83,175,90
69,178,89
57,182,89
47,186,89
34,188,89
21,194,91
11,196,91
153,141,79
148,152,81
137,162,81
126,171,81
114,173,79
101,180,79
87,184,78
74,190,78
61,195,78
50,195,77
36,202,78
22,203,78
11,201,77
157,144,69
151,155,70
142,168,71
129,175,70
119,181,70
106,188,70
93,197,71
77,199,69
63,203,69
52,205,68
38,208,68
23,208,68
12,208,67
58,93,206
52,94,203
44,94,196
37,96,195
31,95,189
24,96,188
17,99,189
10,99,188
3,100,189
-1,100,188
-8,100,188
-15,100,190
-20,97,188
61,98,193
54,98,187
46,98,180
39,101,181
33,101,178
25,100,173
18,102,174
11,102,171
3,102,171
-1,102,171
-8,104,174
-16,103,174
-21,103,176
66,105,178
59,106,174
50,106,168
41,108,165
34,105,158
27,107,158
19,108,157
11,108,156
4,110,158
-1,110,157
-9,112,161
-17,113,163
-23,112,164
70,112,164
62,112,159
53,113,154
43,112,148
36,112,146
28,113,144
20,113,143
12,115,143
4,114,141
-1,117,144
-10,117,146
-18,120,150
-25,121,153
74,118,155
65,117,149
53,114,140
45,116,138
37,113,133
29,115,132
20,116,131
12,118,132
4,121,134
-1,121,134
-10,124,138
-19,124,140
-25,123,140
78,124,142
68,123,136
56,121,129
46,121,125
40,122,124
30,121,120
22,125,122
13,125,122
4,127,122
-1,128,124
-11,131,127
-20,132,129
-28,133,131
82,131,129
73,131,125
60,128,118
49,127,115
41,125,111
32,129,111
23,128,109
14,130,110
4,132,111
-2,134,113
-11,135,114
-21,139,118
-29,141,121
86,138,118
76,137,114
63,135,108
52,135,105
44,136,104
33,134,100
24,137,101
15,139,102
5,140,102
-2,140,102
-12,145,105
-23,147,108
-31,152,112
92,146,108
79,142,101
68,145,100
55,143,96
46,143,94
35,142,91
26,146,93
15,147,92
5,150,94
-2,151,94
-13,155,97
-24,156,99
-33,161,103
93,148,97
83,150,95
70,151,92
58,152,90
49,152,88
38,154,88
27,154,86
16,156,87
5,158,87
-2,159,88
-13,160,89
-25,165,92
-35,166,94
98,157,86
87,157,84
74,159,82
62,161,80
53,163,80
41,166,79
29,167,79
17,166,78
6,168,78
-2,170,79
-14,176,82
-27,174,82
-36,174,83
102,162,73
93,167,73
79,169,71
65,170,70
56,172,69
44,174,69
32,181,70
19,179,69
6,184,70
-2,182,70
-15,186,71
-28,180,70
-37,180,70
105,168,64
96,172,64
82,176,63
68,177,61
59,181,62
45,182,61
33,186,61
20,188,61
7,191,62
-2,190,61
-16,192,62
-29,186,61
-39,188,62
30,95,188
24,94,184
17,95,182
10,96,182
5,96,182
0,96,181
-7,95,180
-14,93,178
-20,93,181
-25,92,181
-32,91,181
-38,89,183
-42,86,181
31,100,174
25,99,171
18,98,166
11,100,168
6,100,167
0,99,165
-7,99,166
-14,97,164
-21,97,165
-26,95,164
-33,95,168
-40,93,169
-45,91,170
34,108,163
27,107,158
19,107,155
12,106,153
6,104,149
0,106,151
-8,105,151
-15,103,149
-22,103,150
-28,104,154
-36,102,154
-44,103,160
-50,101,162
36,114,148
30,116,148
20,111,140
12,111,139
6,109,136
0,106,132
-8,109,135
-16,108,135
-23,108,136
-29,107,137
-38,109,143
-47,109,147
-53,107,148
37,119,138
30,119,136
21,115,130
12,113,127
6,114,127
0,111,124
-8,114,127
-16,111,124
-24,112,127
-31,112,130
-40,113,133
-48,112,136
-57,114,141
39,126,127
32,125,125
22,120,118
13,120,116
7,117,113
-1,118,114
-9,119,116
-17,118,115
-26,118,117
-33,120,120
-42,120,123
-52,120,127
-60,121,130
42,133,117
33,130,113
23,126,107
14,125,106
7,125,105
-1,124,104
-9,125,105
-18,124,105
-27,124,107
-34,124,107
-44,124,111
-55,127,116
-63,126,118
44,139,106
35,137,102
25,135,99
15,135,99
8,133,96
-1,131,95
-10,132,96
-19,132,96
-29,131,98
-36,130,98
-46,131,101
-59,135,107
-67,136,110
46,147,96
37,145,93
26,142,90
16,141,89
8,139,87
-1,139,86
-11,141,88
-20,140,88
-31,140,90
-38,139,90
-49,139,92
-61,142,96
-72,144,101
48,154,89
40,155,89
28,151,85
16,147,82
9,151,83
-1,149,82
-11,149,82
-21,147,82
-33,150,85
-40,147,84
-52,149,87
-65,149,90
-74,149,92
51,164,80
42,164,79
30,162,76
18,163,76
9,161,75
-1,161,75
-12,160,75
-24,162,76
-35,161,77
-43,158,76
-55,157,77
-69,158,80
-78,156,81
53,170,68
44,171,68
31,169,66
19,173,67
10,173,66
-1,174,67
-13,174,67
-25,173,67
-37,170,67
-47,170,68
-59,167,68
-70,162,68
-80,162,69
54,174,59
46,179,60
33,181,59
20,177,58
11,182,59
-1,179,58
-14,181,59
-27,181,59
-40,181,60
-49,178,60
-62,175,60
-74,171,60
-84,168,61
3,97,182
-1,95,179
-7,93,175
-14,92,176
-19,92,177
-25,90,176
-31,88,177
-38,87,179
-44,85,181
-50,84,185
-56,81,185
-61,76,185
-65,73,184
3,98,164
-1,98,163
-8,96,162
-15,97,164
-19,95,162
-26,94,163
-33,92,163
-39,89,162
-46,87,165
-51,87,168
-59,85,174
-64,80,172
-70,78,175
4,107,154
-1,105,150
-8,104,149
-15,101,146
-20,100,146
-27,98,146
-35,98,149
-42,96,149
-50,95,154
-55,94,156
-64,92,161
-70,87,160
-76,85,163
4,112,139
-1,113,140
-8,108,134
-16,106,133
-21,105,133
-29,104,133
-36,101,132
-43,99,133
-51,98,137
-57,97,139
-67,96,145
-74,93,147
-82,92,153
4,119,133
-1,116,129
-9,111,124
-17,111,124
-22,107,121
-29,104,121
-37,103,122
-45,102,124
-53,101,127
-59,100,130
-68,99,134
-77,96,137
-84,94,141
4,124,120
-1,120,116
-9,116,113
-17,115,112
-23,111,110
-31,111,111
-39,109,111
-47,108,114
-57,108,118
-63,106,120
-73,105,124
-81,102,126
-92,103,134
5,130,109
-1,129,108
-10,124,104
-18,121,103
-24,120,102
-32,116,101
-41,114,102
-50,115,106
-59,113,107
-66,111,109
-76,110,113
-85,106,115
-95,107,120
5,139,101
-1,134,97
-11,133,96
-20,130,95
-25,125,92
-35,124,94
-44,124,95
-52,119,95
-62,119,98
-69,117,99
-81,117,103
-90,112,105
-103,115,112
5,145,91
-1,143,89
-11,141,88
-21,138,87
-27,133,85
-37,131,85
-46,129,85
-56,128,87
-66,126,89
-74,125,91
-86,125,95
-97,121,97
-109,122,102
5,151,83
-1,154,85
-12,149,83
-22,147,82
-29,142,80
-39,141,81
-49,138,81
-59,135,81
-71,135,84
-78,132,85
-92,133,90
-100,125,89
-112,125,93
6,161,75
-2,158,73
-13,160,75
-24,156,73
-31,152,72
-42,150,72
-53,148,73
-64,146,74
-77,146,77
-84,142,77
-97,140,79
-108,135,80
-117,131,82
6,171,65
-2,170,65
-14,170,65
-25,167,64
-33,163,64
-45,162,64
-58,162,66
-68,156,65
-81,155,67
-89,150,67
-102,147,68
-112,140,69
-121,136,70
6,172,56
-2,176,57
-14,174,56
-26,174,57
-36,174,57
