333,306,346
144,163,170
28,134,120
9,139,126
159,151,127
121,143,110
30,148,98
9,143,95
183,195,1
143,188,1
34,189,1
10,167,1
196,213,-30
140,188,-25
35,199,-22
11,203,-23
81,130,117
60,129,108
-11,146,105
-31,160,116
86,135,95
63,134,87
-12,154,86
-30,152,86
98,147,1
64,129,1
-12,141,1
-31,149,1
99,146,-21
59,119,-16
-11,132,-15
-28,138,-16
40,128,102
22,128,94
-42,152,97
-61,163,105
42,127,82
24,132,78
-46,157,80
-59,151,78
41,102,0
23,105,0
-45,128,0
-60,127,0
39,94,-15
21,91,-13
-36,98,-12
-57,114,-14
5,134,103
-10,138,97
-73,162,99
-98,184,112
5,130,83
-11,135,79
-80,162,82
-98,169,86
5,89,0
-10,92,0
-80,116,1
-115,142,1
5,78,-15
-9,77,-13
-71,94,-14
-115,129,-20
-32,140,109
-46,144,104
-108,173,108
-136,198,124
-33,129,87
-49,137,85
-116,166,89
-132,170,92
-38,88,1
-58,95,1
-133,112,1
-155,118,1
-41,80,-21
-60,84,-20
-140,100,-21
-164,107,-22
169,156,94
131,143,83
32,128,74
11,128,77
174,173,64
135,159,56
33,142,50
10,134,49
174,223,-62
135,205,-55
33,184,-49
11,178,-49
175,237,-95
126,202,-78
33,195,-75
11,192,-77
90,144,69
57,118,54
-9,101,46
-27,113,54
93,153,47
59,127,38
-10,109,32
-26,110,34
95,170,-47
61,144,-38
-10,118,-31
-26,124,-34
93,172,-70
58,140,-55
-10,125,-49
-27,129,-52
35,111,47
19,107,44
-35,106,43
-53,114,48
37,117,33
21,113,31
-39,116,32
-51,109,31
35,106,-31
21,112,-31
-38,107,-30
-53,108,-31
36,109,-49
19,101,-43
-39,109,-46
-55,112,-50
4,120,49
-9,114,44
-67,123,48
-102,154,63
4,116,32
-9,111,30
-70,123,33
-100,145,41
4,95,-31
-9,95,-30
-69,100,-32
-103,122,-41
4,89,-48
-9,84,-43
-67,91,-47
-100,112,-60
-36,158,66
-54,163,65
-125,166,66
-153,179,74
-37,149,45
-55,152,43
-130,159,46
-143,154,46
-37,103,-44
-56,106,-43
-131,110,-45
-151,111,-47
-38,93,-68
-57,95,-67
-132,98,-69
-155,101,-74
175,161,31
139,146,28
34,115,25
12,113,27
187,192,2
137,161,2
36,134,1
11,118,1
207,315,-159
157,275,-137
31,174,-100
10,160,-99
181,302,-181
142,272,-162
31,192,-131
10,178,-131
101,162,25
67,135,21
-10,93,16
-29,99,19
100,169,1
66,141,1
-11,102,1
-27,97,1
88,187,-93
60,162,-80
-9,109,-61
-24,109,-67
88,199,-122
58,167,-101
-9,117,-82
-24,114,-86
38,121,16
21,115,15
-38,95,15
-61,105,18
39,128,1
22,118,1
-40,103,1
-56,100,1
31,113,-59
19,117,-61
-34,98,-59
-50,99,-64
33,123,-82
18,111,-74
-34,101,-77
-50,102,-84
4,123,16
-9,115,15
-64,99,14
-110,135,22
4,123,1
-9,116,1
-68,104,1
-105,126,1
4,101,-60
-8,98,-59
-62,90,-62
-93,107,-79
4,102,-82
-8,94,-74
-59,84,-77
-88,99,-98
-40,174,23
-59,170,22
-135,151,23
-168,159,26
-39,164,1
-58,159,1
-139,148,1
-155,139,1
-35,116,-89
-53,115,-88
-123,104,-91
-142,100,-95
-35,106,-117
-52,105,-114
-121,93,-117
-140,91,-123
217,200,-39
182,186,-38
38,104,-29
13,95,-30
182,193,-64
152,179,-61
38,121,-56
12,101,-54
118,220,-158
99,204,-151
27,149,-150
9,132,-152
97,210,-167
80,193,-156
22,141,-156
7,131,-167
107,171,-27
78,152,-24
-11,83,-18
-30,79,-20
104,183,-51
78,167,-48
-11,91,-35
-27,78,-35
55,144,-102
58,187,-137
-8,102,-101
-21,92,-104
67,199,-161
50,179,-149
-8,108,-122
-20,97,-126
41,130,-18
23,118,-17
-41,84,-16
-64,86,-19
39,133,-34
23,124,-33
-41,89,-32
-59,83,-34
28,125,-94
17,122,-94
-31,89,-93
-45,83,-100
29,138,-122
16,122,-111
-29,91,-112
-42,86,-121
5,128,-17
-10,121,-16
-72,91,-17
-114,107,-23
5,135,-34
-10,121,-31
-73,94,-33
-108,104,-42
3,106,-92
-7,104,-92
-55,80,-96
-88,95,-132
3,109,-116
-7,102,-111
-54,82,-121
-80,90,-153
-43,188,-26
-63,177,-25
-147,134,-25
-181,131,-29
-42,183,-49
-65,180,-50
-150,135,-51
-167,120,-52
-32,131,-144
-50,130,-146
-115,96,-149
-132,88,-156
-28,112,-163
-42,104,-156
-94,77,-156
-109,71,-164
