89,91,101,106,91,65,66,100,80,65,74,105,105,89,100,111,
106,91,98,108,86,63,65,99,78,65,73,102,104,90,99,109,
106,88,98,105,90,63,65,99,81,66,74,103,105,88,101,109,
104,90,99,106,89,63,65,99,79,67,73,104,105,89,100,109,
105,91,99,105,89,63,69,98,86,65,72,103,104,88,100,112,
106,92,98,104,92,63,65,99,81,66,73,104,106,90,98,110,
104,89,98,106,91,62,66,98,86,66,72,103,105,89,100,109,
105,92,101,105,93,62,66,100,81,65,72,103,106,91,99,111,
107,93,98,108,92,62,65,97,83,65,71,105,103,89,98,111,
106,90,100,104,94,65,67,98,80,64,72,105,105,89,100,109,
105,92,98,106,88,63,66,99,80,67,72,103,106,87,98,111,
106,90,99,110,87,64,65,98,81,67,72,104,106,89,100,113,
105,93,102,104,92,62,66,100,84,64,72,103,104,88,99,111,
105,89,100,105,95,65,68,100,85,68,71,104,106,90,100,111,
105,89,100,105,88,64,64,99,83,64,72,105,105,91,99,112,
105,91,98,106,87,63,65,100,80,66,72,105,105,89,97,110,
106,92,101,105,91,63,66,99,86,65,70,103,105,89,100,112,
106,90,98,107,90,63,67,99,84,66,72,104,105,90,99,110,
106,91,100,105,91,63,65,100,86,64,72,102,105,87,99,110,
105,91,101,107,93,63,67,98,85,65,73,102,105,90,98,111,
106,91,100,107,92,61,67,101,86,66,70,104,105,89,101,113,
105,90,101,106,94,62,66,99,86,67,72,105,104,90,100,112,
105,91,99,107,92,66,64,99,86,64,74,106,104,90,98,109,
105,91,100,108,92,64,67,98,77,66,74,103,105,90,99,109,
106,91,100,105,92,64,65,99,85,67,73,104,106,91,99,112,
105,90,100,105,93,62,65,98,85,65,72,106,104,89,100,110,
108,89,98,106,92,62,65,100,84,67,72,104,105,90,100,111,
107,91,100,105,94,64,66,100,86,67,70,106,104,90,100,112,
103,89,99,107,94,64,66,99,86,65,73,104,106,89,100,110,
105,90,100,105,87,63,68,99,80,65,73,106,104,90,99,110,
105,90,100,105,93,61,65,99,81,67,74,104,105,90,99,110,
105,92,99,105,94,63,65,98,80,66,73,105,106,89,100,112,
106,91,98,106,92,62,65,100,83,65,70,103,105,90,99,111,
105,91,98,108,92,63,69,98,80,66,72,105,105,91,102,111,
106,91,99,107,94,63,66,99,84,67,72,103,103,90,102,111,
106,92,101,105,94,63,67,98,80,65,74,105,104,90,99,112,
106,91,100,107,88,65,64,100,85,66,73,105,105,90,99,111,
106,90,99,106,93,62,65,101,84,67,73,105,105,89,99,112,
107,91,99,105,92,61,65,98,84,67,70,104,107,92,100,111,
106,91,100,105,93,64,67,98,84,67,71,102,105,89,100,111,
105,91,99,106,93,63,65,99,87,66,77,105,104,93,101,112,
106,90,99,106,91,62,65,99,82,67,73,105,104,91,99,110,
107,91,100,105,94,63,65,100,84,65,74,104,105,90,99,111,
107,92,99,107,91,62,65,99,86,67,72,104,104,91,102,111,
105,89,101,107,94,60,66,98,83,66,72,104,105,89,100,110,
104,89,99,106,92,62,66,99,84,65,72,104,105,92,98,110,
107,90,99,107,86,62,66,101,84,65,71,105,104,90,101,112,
104,89,100,105,92,62,65,100,85,67,71,104,104,89,98,110,
107,91,99,105,92,62,66,99,85,64,73,103,105,91,100,110,
103,90,100,106,92,63,66,100,83,64,73,103,105,90,100,111,
104,91,100,106,93,61,65,99,85,65,71,104,106,91,101,112,
106,92,99,107,90,62,65,99,86,63,72,107,104,89,99,110,
106,93,98,110,92,64,65,100,86,63,72,105,104,91,100,110,
106,91,98,106,92,60,63,98,81,66,72,104,104,91,98,112,
107,90,100,105,94,63,63,100,85,66,74,104,104,91,98,113,
105,90,101,108,93,61,66,98,84,66,74,104,105,88,102,111,
105,92,100,104,94,61,67,98,85,65,72,104,105,91,99,110,
105,89,99,105,93,60,64,100,85,66,72,105,103,91,99,112,
104,89,97,105,94,63,66,99,87,66,75,105,106,90,98,110,
106,91,101,105,93,62,66,98,87,64,73,105,105,89,99,110,
105,91,100,107,94,62,67,99,86,65,73,103,105,89,102,110,
105,91,99,105,93,64,65,100,82,66,74,103,104,90,99,112,
105,90,98,108,91,61,64,98,85,65,71,104,104,91,97,109,
106,90,100,106,92,63,66,99,85,65,72,105,104,89,101,111,
105,90,99,106,89,62,67,98,87,64,74,104,103,92,101,111,
105,91,97,107,91,61,65,99,83,66,71,103,104,92,99,112,
106,91,99,107,93,62,63,99,79,64,72,105,106,91,101,111,
106,90,98,107,92,62,67,100,84,64,72,103,105,91,100,111,
106,91,100,107,92,62,67,99,85,66,72,104,104,90,99,110,
105,88,99,107,91,63,65,98,85,65,72,106,107,91,99,110,
106,91,100,105,93,63,66,99,86,66,71,105,107,89,99,112,
108,89,99,105,87,63,65,101,84,67,71,103,105,90,100,113,
107,91,98,106,94,61,63,99,81,63,72,104,103,91,98,111,
107,90,97,104,94,63,66,100,82,65,75,105,107,89,100,111,
106,90,99,105,93,63,66,99,85,66,71,105,104,90,101,111,
107,89,101,108,92,64,66,99,86,65,73,103,104,90,99,110,
106,89,99,106,91,62,68,100,85,66,72,104,104,89,99,113,
