107,98,111
99,112,117
31,147,132
10,148,133
145,138,115
144,170,131
38,186,124
9,141,94
152,161,1
163,214,1
44,241,1
10,178,1
182,198,-28
161,216,-28
36,202,-23
11,200,-23
91,145,131
76,165,137
-13,164,117
-32,165,119
96,151,106
84,179,116
-14,173,97
-29,150,84
111,165,1
96,195,1
-15,184,1
-34,165,1
109,160,-23
87,175,-23
-15,183,-21
-38,181,-21
45,145,116
28,164,121
-47,171,109
-64,173,111
51,153,99
30,167,99
-45,155,79
-53,134,69
52,131,1
35,156,1
-35,98,0
-40,85,0
37,90,-14
30,129,-19
-33,89,-11
-46,93,-12
3,97,74
-12,164,116
-79,175,106
-96,181,111
6,159,102
-12,155,91
-74,151,76
-82,142,72
7,116,1
-9,85,0
-60,87,0
-61,75,0
5,77,-15
-8,66,-11
-55,73,-11
-83,93,-14
-22,98,77
-56,175,126
-122,195,122
-136,198,124
-35,137,93
-59,163,102
-130,185,99
-127,165,89
-30,69,0
-49,80,1
-148,124,1
-144,109,1
-31,61,-16
-48,67,-16
-149,107,-22
-163,106,-22
162,149,89
149,163,94
34,134,77
11,131,78
154,153,57
159,187,66
44,187,66
10,130,48
146,187,-52
159,242,-65
44,240,-64
10,168,-47
138,187,-75
152,244,-94
39,227,-87
11,189,-76
103,165,79
83,174,80
-14,151,69
-35,147,70
99,162,50
87,186,56
-14,156,46
-31,131,41
99,178,-49
86,202,-53
-14,169,-45
-30,144,-39
99,183,-75
80,191,-75
-14,173,-68
-35,168,-68
45,144,61
29,159,65
-29,88,36
-41,89,38
46,144,41
30,167,46
-34,101,28
-36,76,21
45,136,-39
30,157,-44
-32,91,-25
-34,70,-20
41,124,-55
25,131,-56
-33,94,-40
-44,88,-39
4,103,42
-9,116,45
-53,98,38
-65,99,40
4,100,28
-10,123,33
-57,101,27
-53,77,21
4,93,-31
-9,92,-29
-54,78,-25
-54,64,-21
4,82,-44
-8,81,-41
-50,69,-35
-66,74,-40
-25,110,46
-43,129,52
-128,170,68
-146,170,71
-27,110,33
-47,130,37
-137,169,48
-129,139,41
-28,79,-34
-48,90,-37
-135,113,-46
-131,96,-41
-28,70,-51
-43,72,-51
-133,99,-69
-144,94,-69
172,158,30
155,163,31
42,141,31
12,114,27
161,165,2
161,190,2
43,161,2
10,111,1
130,197,-99
156,273,-136
32,179,-102
9,149,-92
178,297,-178
143,275,-164
39,234,-160
10,171,-127
112,179,28
85,171,26
-15,131,23
-37,123,23
101,170,1
88,188,1
-14,138,1
-31,112,1
88,188,-93
77,208,-102
-12,152,-86
-27,123,-75
88,200,-123
71,203,-123
-12,155,-108
-29,142,-107
48,153,21
31,164,22
-32,82,12
-45,79,13
48,156,1
32,176,1
-34,88,0
-35,63,0
42,151,-79
28,170,-89
-30,85,-51
-31,61,-39
39,146,-98
24,149,-99
-30,87,-66
-39,78,-64
4,107,14
-9,117,15
-54,84,12
-67,82,13
5,129,1
-10,125,1
-57,87,0
-53,64,0
4,101,-60
-8,99,-59
-53,76,-52
-48,55,-41
3,85,-68
-7,85,-68
-51,73,-67
-59,66,-65
-27,121,16
-46,132,17
-132,147,22
-153,145,24
-27,114,1
-47,131,1
-137,147,1
-131,118,1
-24,78,-60
-41,90,-69
-123,103,-90
-117,83,-79
-24,73,-80
-37,75,-82
-119,92,-115
-127,82,-112
209,192,-38
188,191,-39
49,134,-37
13,94,-30
158,168,-56
159,187,-64
37,115,-54
11,91,-49
112,209,-151
104,215,-158
26,145,-146
7,114,-131
94,205,-163
84,203,-165
19,122,-135
6,105,-134
102,163,-26
86,168,-27
-14,105,-23
-36,94,-24
96,167,-47
84,179,-51
-13,105,-41
-27,77,-34
57,149,-106
50,161,-118
-8,99,-98
-17,74,-85
43,128,-104
35,127,-105
-6,85,-96
-15,72,-94
48,154,-21
31,161,-23
-36,73,-14
-46,62,-14
38,127,-33
29,161,-43
-35,77,-28
-37,53,-22
26,116,-87
19,137,-106
-27,77,-80
-29,53,-64
24,114,-101
14,109,-98
-24,75,-93
-32,66,-93
4,110,-14
-9,114,-15
-59,74,-14
-71,66,-14
4,110,-28
-10,128,-33
-61,79,-28
-57,54,-22
3,93,-80
-7,101,-90
-46,67,-81
-44,48,-66
3,90,-96
-6,90,-98
-42,64,-94
-47,52,-89
-27,121,-16
-45,126,-17
-138,126,-24
-155,112,-24
-26,115,-31
-46,129,-35
-120,108,-41
-115,82,-35
-19,77,-85
-33,85,-96
-75,63,-97
-70,47,-82
-17,69,-100
-27,68,-101
-56,46,-94
-61,40,-93
