61,167,103
47,171,102
31,173,102
16,170,99
0,163,94
-12,158,92
-26,156,91
-39,152,91
-53,149,91
-67,144,92
58,158,80
48,175,86
31,176,84
16,174,83
0,169,80
-12,160,76
-27,159,76
-40,155,76
-54,153,77
-69,149,78
58,158,61
47,173,65
31,178,66
16,174,64
0,166,60
-12,161,59
-27,157,58
-39,154,58
-54,152,59
-68,146,59
54,150,44
47,173,49
31,178,49
16,173,48
0,166,45
-11,151,41
-24,140,39
-34,133,37
-46,128,37
-58,124,37
42,115,22
47,173,32
31,175,31
15,167,30
0,162,29
-9,126,22
-16,94,17
-24,94,17
-32,90,17
-41,89,17
33,92,9
47,173,17
31,174,16
16,168,16
0,163,15
-9,122,11
-16,93,9
-23,89,8
-31,89,9
-39,83,8
32,88,0
47,172,0
30,171,0
15,166,0
0,158,0
-9,114,0
-15,91,0
-22,88,0
-30,84,0
-40,86,0
33,90,-7
47,172,-14
30,168,-13
16,167,-13
0,159,-12
-10,127,-10
-15,91,-7
-22,88,-7
-31,87,-7
-39,84,-7
32,88,-16
46,169,-30
29,164,-28
15,164,-28
0,160,-27
-9,116,-20
-15,90,-15
-22,86,-15
-30,86,-15
-39,85,-16
32,89,-24
45,166,-44
29,164,-43
15,160,-41
0,156,-40
-9,119,-30
-15,90,-23
-22,88,-23
-31,86,-23
-39,85,-24
31,86,-33
45,165,-61
29,163,-59
15,162,-58
0,160,-57
-10,128,-46
-15,90,-33
-22,88,-32
-30,85,-32
-38,83,-33
31,85,-42
44,160,-77
27,153,-72
14,147,-68
0,144,-67
-10,131,-61
-15,87,-41
-22,86,-41
-30,84,-41
-39,83,-43
30,84,-51
41,150,-89
21,122,-70
11,117,-67
0,118,-67
-8,106,-60
-15,88,-51
-22,87,-51
-30,85,-51
-39,84,-52
30,83,-62
30,112,-81
17,100,-71
9,97,-68
0,98,-68
-7,92,-64
-15,88,-62
-22,86,-62
-30,84,-62
-38,82,-63
