20,20,28,53,20,20,20,58,20,20,32,51,48,46,49,53,
27,20,28,54,20,20,20,56,20,20,32,52,48,45,50,61,
30,20,33,50,20,20,20,58,20,20,27,54,48,45,49,50,
28,20,29,56,20,20,20,56,20,20,28,55,50,49,50,57,
29,20,29,55,20,20,20,54,20,20,20,53,56,45,50,48,
28,20,29,56,20,20,20,53,20,20,26,53,48,44,49,55,
26,20,29,53,20,20,20,58,20,20,29,53,51,44,51,60,
28,20,31,52,20,20,20,55,20,20,28,54,48,43,50,54,
29,20,28,53,20,20,20,56,20,20,30,55,49,46,49,57,
29,20,29,54,20,20,20,55,21,20,28,51,48,43,50,58,
25,20,29,53,20,20,20,52,20,20,28,55,49,45,50,56,
27,20,30,51,20,20,20,56,20,20,27,54,51,44,52,60,
28,20,30,55,20,20,20,54,21,20,32,51,48,45,52,55,
28,20,25,53,20,20,20,55,20,20,31,54,50,46,49,55,
29,20,29,55,20,20,20,56,20,20,30,55,51,43,50,61,
29,20,27,51,20,20,20,55,20,20,28,53,50,43,50,60,
27,20,29,52,20,20,20,55,20,20,29,53,50,43,49,60,
30,20,28,58,20,20,20,58,20,20,27,52,52,44,48,55,
28,20,29,54,20,20,20,56,20,20,29,52,52,45,50,59,
30,20,30,54,20,20,20,55,20,20,29,55,48,43,52,54,
31,20,31,51,20,20,20,52,20,20,28,52,48,44,50,59,
27,20,32,52,20,20,20,57,20,20,26,50,48,44,50,57,
28,20,29,53,20,20,20,55,20,20,27,55,48,43,48,54,
29,20,30,52,20,20,20,59,20,20,31,50,52,43,52,56,
30,20,30,52,20,20,20,59,21,20,28,56,49,44,52,58,
26,20,31,51,20,20,20,52,20,20,27,51,52,43,49,55,
29,20,30,53,20,20,20,54,21,20,27,55,48,43,50,60,
55,32,20,54,20,20,20,50,20,20,29,52,49,44,49,57,
26,20,30,48,20,20,20,57,20,20,29,52,48,44,49,55,
28,20,32,54,20,20,20,56,20,20,29,56,49,44,49,58,
26,20,28,54,20,20,20,57,22,20,31,54,48,45,51,60,
30,20,32,53,20,20,20,56,20,20,28,63,51,43,49,55,
29,20,30,48,20,20,20,57,20,20,28,56,51,43,52,59,
28,20,28,56,20,20,20,56,20,20,28,53,48,44,51,57,
29,20,28,54,20,20,20,56,20,20,28,56,52,44,50,55,
27,20,30,52,20,20,20,57,20,20,29,51,48,45,51,60,
27,20,28,53,20,20,20,51,21,20,29,57,50,44,51,58,
27,20,30,56,20,20,20,53,20,20,28,51,51,45,51,55,
28,20,29,56,20,20,20,56,20,20,29,54,48,45,51,56,
26,20,29,54,20,20,20,58,21,20,29,55,51,46,48,51,
28,20,29,57,20,20,20,54,20,20,29,54,51,43,47,58,
28,20,28,54,20,20,20,55,20,20,30,53,48,45,48,57,
30,20,30,54,20,20,20,54,20,20,24,56,48,43,50,53,
28,20,28,51,20,20,20,57,20,20,33,55,51,44,50,57,
26,20,30,52,20,20,20,53,22,20,29,54,50,45,48,58,
30,20,32,53,20,20,20,57,20,20,27,55,51,43,49,56,
28,20,31,50,20,20,20,53,20,20,29,56,48,43,51,55,
27,20,25,56,20,20,20,56,21,20,30,57,51,45,48,57,
27,20,27,51,20,20,20,53,20,20,34,56,48,44,47,57,
29,20,28,56,20,20,20,51,20,20,28,55,52,46,49,52,
26,20,28,53,20,20,20,57,21,20,31,52,51,43,49,59,
30,20,30,53,20,20,20,57,20,20,31,52,49,45,48,56,
30,20,29,53,20,20,20,54,24,20,29,56,50,46,47,58,
28,20,27,55,20,20,20,58,20,20,28,53,48,45,51,55,
30,20,29,52,20,20,20,58,20,20,29,56,49,45,51,54,
30,20,28,56,20,20,20,56,20,20,28,53,48,45,49,56,
29,20,27,56,20,20,20,55,20,20,30,56,48,44,51,57,
30,20,28,51,20,20,20,56,20,20,28,54,49,43,47,59,
31,20,31,50,20,20,20,54,20,20,28,58,48,43,50,52,
29,20,32,59,20,20,20,55,20,20,32,54,49,45,51,56,
30,20,32,52,20,20,20,57,20,20,28,55,50,46,51,57,
28,20,28,52,20,20,20,57,21,20,31,54,48,44,52,55,
32,20,29,53,20,20,20,53,20,20,29,56,49,46,51,54,
